id	bond	label_mutagenic
1	http://dl-learner.org/carcinogenesis#d305	0
2	http://dl-learner.org/carcinogenesis#d74	0
3	http://dl-learner.org/carcinogenesis#d187	1
4	http://dl-learner.org/carcinogenesis#d133	0
5	http://dl-learner.org/carcinogenesis#d148	0
6	http://dl-learner.org/carcinogenesis#d23_2	0
7	http://dl-learner.org/carcinogenesis#d330	1
8	http://dl-learner.org/carcinogenesis#d312	0
9	http://dl-learner.org/carcinogenesis#d78	1
10	http://dl-learner.org/carcinogenesis#d81	0
11	http://dl-learner.org/carcinogenesis#d295	0
12	http://dl-learner.org/carcinogenesis#d147	1
13	http://dl-learner.org/carcinogenesis#d313	1
14	http://dl-learner.org/carcinogenesis#d120	0
15	http://dl-learner.org/carcinogenesis#d72	1
16	http://dl-learner.org/carcinogenesis#d261	1
17	http://dl-learner.org/carcinogenesis#d253	0
18	http://dl-learner.org/carcinogenesis#d326	0
19	http://dl-learner.org/carcinogenesis#d268	0
20	http://dl-learner.org/carcinogenesis#d160	1
21	http://dl-learner.org/carcinogenesis#d248	0
22	http://dl-learner.org/carcinogenesis#d260	0
23	http://dl-learner.org/carcinogenesis#d269	1
24	http://dl-learner.org/carcinogenesis#d333	0
25	http://dl-learner.org/carcinogenesis#d287	0
26	http://dl-learner.org/carcinogenesis#d23_1	0
27	http://dl-learner.org/carcinogenesis#d85_2	0
28	http://dl-learner.org/carcinogenesis#d240	0
29	http://dl-learner.org/carcinogenesis#d156	1
30	http://dl-learner.org/carcinogenesis#d249	1
31	http://dl-learner.org/carcinogenesis#d1	0
32	http://dl-learner.org/carcinogenesis#d255	0
33	http://dl-learner.org/carcinogenesis#d100	0
34	http://dl-learner.org/carcinogenesis#d294	0
35	http://dl-learner.org/carcinogenesis#d274	0
36	http://dl-learner.org/carcinogenesis#d89	1
37	http://dl-learner.org/carcinogenesis#d106	1
38	http://dl-learner.org/carcinogenesis#d281	0
39	http://dl-learner.org/carcinogenesis#d239	1
40	http://dl-learner.org/carcinogenesis#d247	0
41	http://dl-learner.org/carcinogenesis#d2	1
42	http://dl-learner.org/carcinogenesis#d101	1
43	http://dl-learner.org/carcinogenesis#d324	1
44	http://dl-learner.org/carcinogenesis#d152	1
45	http://dl-learner.org/carcinogenesis#d85_1	0
46	http://dl-learner.org/carcinogenesis#d97	0
47	http://dl-learner.org/carcinogenesis#d63	1
48	http://dl-learner.org/carcinogenesis#d178	0
49	http://dl-learner.org/carcinogenesis#d171	1
50	http://dl-learner.org/carcinogenesis#d234	0
51	http://dl-learner.org/carcinogenesis#d44	0
52	http://dl-learner.org/carcinogenesis#d144	1
53	http://dl-learner.org/carcinogenesis#d208_1	0
54	http://dl-learner.org/carcinogenesis#d19	1
55	http://dl-learner.org/carcinogenesis#d158	0
56	http://dl-learner.org/carcinogenesis#d29	0
57	http://dl-learner.org/carcinogenesis#d91	0
58	http://dl-learner.org/carcinogenesis#d198	0
59	http://dl-learner.org/carcinogenesis#d57	0
60	http://dl-learner.org/carcinogenesis#d138	0
61	http://dl-learner.org/carcinogenesis#d18	1
62	http://dl-learner.org/carcinogenesis#d42	1
63	http://dl-learner.org/carcinogenesis#d150	0
64	http://dl-learner.org/carcinogenesis#d223	0
65	http://dl-learner.org/carcinogenesis#d215	1
66	http://dl-learner.org/carcinogenesis#d112	1
67	http://dl-learner.org/carcinogenesis#d130	0
68	http://dl-learner.org/carcinogenesis#d157	0
69	http://dl-learner.org/carcinogenesis#d16	0
70	http://dl-learner.org/carcinogenesis#d163	1
71	http://dl-learner.org/carcinogenesis#d336	0
72	http://dl-learner.org/carcinogenesis#d43	0
73	http://dl-learner.org/carcinogenesis#d193	1
74	http://dl-learner.org/carcinogenesis#d83	0
75	http://dl-learner.org/carcinogenesis#d4	0
76	http://dl-learner.org/carcinogenesis#d103	0
77	http://dl-learner.org/carcinogenesis#d189	1
78	http://dl-learner.org/carcinogenesis#d207	1
79	http://dl-learner.org/carcinogenesis#d96	1
80	http://dl-learner.org/carcinogenesis#d202	1
81	http://dl-learner.org/carcinogenesis#d104	1
82	http://dl-learner.org/carcinogenesis#d277	0
83	http://dl-learner.org/carcinogenesis#d110	0
84	http://dl-learner.org/carcinogenesis#d155	1
85	http://dl-learner.org/carcinogenesis#d229	1
86	http://dl-learner.org/carcinogenesis#d301	0
87	http://dl-learner.org/carcinogenesis#d308	1
88	http://dl-learner.org/carcinogenesis#d328	0
89	http://dl-learner.org/carcinogenesis#d70	0
90	http://dl-learner.org/carcinogenesis#d284	0
91	http://dl-learner.org/carcinogenesis#d177	1
92	http://dl-learner.org/carcinogenesis#d335	0
93	http://dl-learner.org/carcinogenesis#d184	0
94	http://dl-learner.org/carcinogenesis#d124	0
95	http://dl-learner.org/carcinogenesis#d291	0
96	http://dl-learner.org/carcinogenesis#d315	0
97	http://dl-learner.org/carcinogenesis#d123	1
98	http://dl-learner.org/carcinogenesis#d182	1
99	http://dl-learner.org/carcinogenesis#d190	0
100	http://dl-learner.org/carcinogenesis#d174	1
101	http://dl-learner.org/carcinogenesis#d276	0
102	http://dl-learner.org/carcinogenesis#d244	0
103	http://dl-learner.org/carcinogenesis#d283	0
104	http://dl-learner.org/carcinogenesis#d245	1
105	http://dl-learner.org/carcinogenesis#d263	0
106	http://dl-learner.org/carcinogenesis#d166	1
107	http://dl-learner.org/carcinogenesis#d137	1
108	http://dl-learner.org/carcinogenesis#d161	1
109	http://dl-learner.org/carcinogenesis#d242	1
110	http://dl-learner.org/carcinogenesis#d226	0
111	http://dl-learner.org/carcinogenesis#d39	0
112	http://dl-learner.org/carcinogenesis#d236	0
113	http://dl-learner.org/carcinogenesis#d117	1
114	http://dl-learner.org/carcinogenesis#d13	1
115	http://dl-learner.org/carcinogenesis#d46	0
116	http://dl-learner.org/carcinogenesis#d243	0
117	http://dl-learner.org/carcinogenesis#d167	0
118	http://dl-learner.org/carcinogenesis#d26	0
119	http://dl-learner.org/carcinogenesis#d300	1
120	http://dl-learner.org/carcinogenesis#d218	0
121	http://dl-learner.org/carcinogenesis#d93	0
122	http://dl-learner.org/carcinogenesis#d33	0
123	http://dl-learner.org/carcinogenesis#d107	1
124	http://dl-learner.org/carcinogenesis#d332	1
125	http://dl-learner.org/carcinogenesis#d73	0
126	http://dl-learner.org/carcinogenesis#d188	1
127	http://dl-learner.org/carcinogenesis#d132	0
128	http://dl-learner.org/carcinogenesis#d140	1
129	http://dl-learner.org/carcinogenesis#d126	1
130	http://dl-learner.org/carcinogenesis#d224	1
131	http://dl-learner.org/carcinogenesis#d80	0
132	http://dl-learner.org/carcinogenesis#d127	0
133	http://dl-learner.org/carcinogenesis#d319	0
134	http://dl-learner.org/carcinogenesis#d212	0
135	http://dl-learner.org/carcinogenesis#d25	0
136	http://dl-learner.org/carcinogenesis#d86	1
137	http://dl-learner.org/carcinogenesis#d128	1
138	http://dl-learner.org/carcinogenesis#d65	0
139	http://dl-learner.org/carcinogenesis#d194	0
140	http://dl-learner.org/carcinogenesis#d134	0
141	http://dl-learner.org/carcinogenesis#d325	0
142	http://dl-learner.org/carcinogenesis#d32	0
143	http://dl-learner.org/carcinogenesis#d12	0
144	http://dl-learner.org/carcinogenesis#d119	0
145	http://dl-learner.org/carcinogenesis#d286	0
146	http://dl-learner.org/carcinogenesis#d181	0
147	http://dl-learner.org/carcinogenesis#d52	0
148	http://dl-learner.org/carcinogenesis#d67	0
149	http://dl-learner.org/carcinogenesis#d293	0
150	http://dl-learner.org/carcinogenesis#d317	0
151	http://dl-learner.org/carcinogenesis#d7	0
152	http://dl-learner.org/carcinogenesis#d273	0
153	http://dl-learner.org/carcinogenesis#d205	1
154	http://dl-learner.org/carcinogenesis#d280	0
155	http://dl-learner.org/carcinogenesis#d159	1
156	http://dl-learner.org/carcinogenesis#d304	0
157	http://dl-learner.org/carcinogenesis#d264	1
158	http://dl-learner.org/carcinogenesis#d331	0
159	http://dl-learner.org/carcinogenesis#d153	1
160	http://dl-learner.org/carcinogenesis#d139	1
161	http://dl-learner.org/carcinogenesis#d35	1
162	http://dl-learner.org/carcinogenesis#d265	0
163	http://dl-learner.org/carcinogenesis#d309	1
164	http://dl-learner.org/carcinogenesis#d233	0
165	http://dl-learner.org/carcinogenesis#d272	0
166	http://dl-learner.org/carcinogenesis#d37	1
167	http://dl-learner.org/carcinogenesis#d168	1
168	http://dl-learner.org/carcinogenesis#d252	0
169	http://dl-learner.org/carcinogenesis#d209	0
170	http://dl-learner.org/carcinogenesis#d267	0
171	http://dl-learner.org/carcinogenesis#d183	1
172	http://dl-learner.org/carcinogenesis#d169	0
173	http://dl-learner.org/carcinogenesis#d176	0
174	http://dl-learner.org/carcinogenesis#d222	0
175	http://dl-learner.org/carcinogenesis#d216	1
176	http://dl-learner.org/carcinogenesis#d232	0
177	http://dl-learner.org/carcinogenesis#d185	1
178	http://dl-learner.org/carcinogenesis#d113	1
179	http://dl-learner.org/carcinogenesis#d75	0
180	http://dl-learner.org/carcinogenesis#d15	0
181	http://dl-learner.org/carcinogenesis#d164	1
182	http://dl-learner.org/carcinogenesis#d246	1
183	http://dl-learner.org/carcinogenesis#d297	1
184	http://dl-learner.org/carcinogenesis#d82	0
185	http://dl-learner.org/carcinogenesis#d22	0
186	http://dl-learner.org/carcinogenesis#d49	0
187	http://dl-learner.org/carcinogenesis#d311	1
188	http://dl-learner.org/carcinogenesis#d129	0
189	http://dl-learner.org/carcinogenesis#d170	0
190	http://dl-learner.org/carcinogenesis#d48	1
191	http://dl-learner.org/carcinogenesis#d179	1
192	http://dl-learner.org/carcinogenesis#d136	0
193	http://dl-learner.org/carcinogenesis#d221	0
194	http://dl-learner.org/carcinogenesis#d66	1
195	http://dl-learner.org/carcinogenesis#d327	0
196	http://dl-learner.org/carcinogenesis#d116	0
197	http://dl-learner.org/carcinogenesis#d14	0
198	http://dl-learner.org/carcinogenesis#d21	0
199	http://dl-learner.org/carcinogenesis#d162	0
200	http://dl-learner.org/carcinogenesis#d227	1
201	http://dl-learner.org/carcinogenesis#d235	1
202	http://dl-learner.org/carcinogenesis#d142	0
203	http://dl-learner.org/carcinogenesis#d9	0
204	http://dl-learner.org/carcinogenesis#d108	0
205	http://dl-learner.org/carcinogenesis#d257	1
206	http://dl-learner.org/carcinogenesis#d321	0
207	http://dl-learner.org/carcinogenesis#d275	0
208	http://dl-learner.org/carcinogenesis#d62	1
209	http://dl-learner.org/carcinogenesis#d56	0
210	http://dl-learner.org/carcinogenesis#d180	1
211	http://dl-learner.org/carcinogenesis#d237	1
212	http://dl-learner.org/carcinogenesis#d121	1
213	http://dl-learner.org/carcinogenesis#d115	0
214	http://dl-learner.org/carcinogenesis#d27	1
215	http://dl-learner.org/carcinogenesis#d322	1
216	http://dl-learner.org/carcinogenesis#d282	0
217	http://dl-learner.org/carcinogenesis#d306	0
218	http://dl-learner.org/carcinogenesis#d270	1
219	http://dl-learner.org/carcinogenesis#d262	0
220	http://dl-learner.org/carcinogenesis#d219	0
221	http://dl-learner.org/carcinogenesis#d289	0
222	http://dl-learner.org/carcinogenesis#d214	1
223	http://dl-learner.org/carcinogenesis#d122	0
224	http://dl-learner.org/carcinogenesis#d231	1
225	http://dl-learner.org/carcinogenesis#d77	1
226	http://dl-learner.org/carcinogenesis#d3	0
227	http://dl-learner.org/carcinogenesis#d54	1
228	http://dl-learner.org/carcinogenesis#d102	0
229	http://dl-learner.org/carcinogenesis#d266	1
230	http://dl-learner.org/carcinogenesis#d296	0
231	http://dl-learner.org/carcinogenesis#d320	0
232	http://dl-learner.org/carcinogenesis#d211	1
233	http://dl-learner.org/carcinogenesis#d51	1
234	http://dl-learner.org/carcinogenesis#d135	1
235	http://dl-learner.org/carcinogenesis#d314	1
236	http://dl-learner.org/carcinogenesis#d217	0
237	http://dl-learner.org/carcinogenesis#d191	1
238	http://dl-learner.org/carcinogenesis#d241	0
239	http://dl-learner.org/carcinogenesis#d206	1
240	http://dl-learner.org/carcinogenesis#d256	0
241	http://dl-learner.org/carcinogenesis#d99	0
242	http://dl-learner.org/carcinogenesis#d92	1
243	http://dl-learner.org/carcinogenesis#d204	0
244	http://dl-learner.org/carcinogenesis#d17	0
245	http://dl-learner.org/carcinogenesis#d329	1
246	http://dl-learner.org/carcinogenesis#d225	1
247	http://dl-learner.org/carcinogenesis#d165	0
248	http://dl-learner.org/carcinogenesis#d318	0
249	http://dl-learner.org/carcinogenesis#d173	1
250	http://dl-learner.org/carcinogenesis#d24	0
251	http://dl-learner.org/carcinogenesis#d254	1
252	http://dl-learner.org/carcinogenesis#d64	0
253	http://dl-learner.org/carcinogenesis#d79	0
254	http://dl-learner.org/carcinogenesis#d186	1
255	http://dl-learner.org/carcinogenesis#d172	0
256	http://dl-learner.org/carcinogenesis#d31	0
257	http://dl-learner.org/carcinogenesis#d271	1
258	http://dl-learner.org/carcinogenesis#d59	0
259	http://dl-learner.org/carcinogenesis#d71	0
260	http://dl-learner.org/carcinogenesis#d11	0
261	http://dl-learner.org/carcinogenesis#d98	0
262	http://dl-learner.org/carcinogenesis#d118	0
263	http://dl-learner.org/carcinogenesis#d146	1
264	http://dl-learner.org/carcinogenesis#d251	1
265	http://dl-learner.org/carcinogenesis#d203	0
266	http://dl-learner.org/carcinogenesis#d84	1
267	http://dl-learner.org/carcinogenesis#d30	0
268	http://dl-learner.org/carcinogenesis#d45	0
269	http://dl-learner.org/carcinogenesis#d125	0
270	http://dl-learner.org/carcinogenesis#d143	1
271	http://dl-learner.org/carcinogenesis#d210	0
272	http://dl-learner.org/carcinogenesis#d316	0
273	http://dl-learner.org/carcinogenesis#d208_2	0
274	http://dl-learner.org/carcinogenesis#d6	0
275	http://dl-learner.org/carcinogenesis#d105	0
276	http://dl-learner.org/carcinogenesis#d299	0
277	http://dl-learner.org/carcinogenesis#d292	1
278	http://dl-learner.org/carcinogenesis#d199	0
279	http://dl-learner.org/carcinogenesis#d76	1
280	http://dl-learner.org/carcinogenesis#d288	1
281	http://dl-learner.org/carcinogenesis#d151	0
282	http://dl-learner.org/carcinogenesis#d303	0
283	http://dl-learner.org/carcinogenesis#d10	0
284	http://dl-learner.org/carcinogenesis#d131	0
285	http://dl-learner.org/carcinogenesis#d310	0
286	http://dl-learner.org/carcinogenesis#d36	1
287	http://dl-learner.org/carcinogenesis#d337	0
288	http://dl-learner.org/carcinogenesis#d279	0
289	http://dl-learner.org/carcinogenesis#d192	1
290	http://dl-learner.org/carcinogenesis#d5	0
291	http://dl-learner.org/carcinogenesis#d259	0
292	http://dl-learner.org/carcinogenesis#d298	0
293	http://dl-learner.org/carcinogenesis#d38	1
294	http://dl-learner.org/carcinogenesis#d90	0
295	http://dl-learner.org/carcinogenesis#d278	0
296	http://dl-learner.org/carcinogenesis#d111	0
297	http://dl-learner.org/carcinogenesis#d154	1
298	http://dl-learner.org/carcinogenesis#d228	1
299	http://dl-learner.org/carcinogenesis#d302	0
300	http://dl-learner.org/carcinogenesis#d285	0
301	http://dl-learner.org/carcinogenesis#d50	1
302	http://dl-learner.org/carcinogenesis#d28	1
303	http://dl-learner.org/carcinogenesis#d323	1
304	http://dl-learner.org/carcinogenesis#d58	1
305	http://dl-learner.org/carcinogenesis#d238	0
306	http://dl-learner.org/carcinogenesis#d250	0
307	http://dl-learner.org/carcinogenesis#d41	1
308	http://dl-learner.org/carcinogenesis#d230	0
309	http://dl-learner.org/carcinogenesis#d213	0
310	http://dl-learner.org/carcinogenesis#d88	0
311	http://dl-learner.org/carcinogenesis#d109	0
312	http://dl-learner.org/carcinogenesis#d40	0
313	http://dl-learner.org/carcinogenesis#d220	0
314	http://dl-learner.org/carcinogenesis#d290	0
315	http://dl-learner.org/carcinogenesis#d95	0
316	http://dl-learner.org/carcinogenesis#d195	1
317	http://dl-learner.org/carcinogenesis#d200	0
318	http://dl-learner.org/carcinogenesis#d307	0
319	http://dl-learner.org/carcinogenesis#d53	0
320	http://dl-learner.org/carcinogenesis#d61	1
321	http://dl-learner.org/carcinogenesis#d68	0
322	http://dl-learner.org/carcinogenesis#d149	0
323	http://dl-learner.org/carcinogenesis#d201	1
324	http://dl-learner.org/carcinogenesis#d20	0
325	http://dl-learner.org/carcinogenesis#d47	0
326	http://dl-learner.org/carcinogenesis#d334	1
327	http://dl-learner.org/carcinogenesis#d197	1
328	http://dl-learner.org/carcinogenesis#d87	0
329	http://dl-learner.org/carcinogenesis#d60	0
330	http://dl-learner.org/carcinogenesis#d69	1
331	http://dl-learner.org/carcinogenesis#d141	0
332	http://dl-learner.org/carcinogenesis#d8	0
333	http://dl-learner.org/carcinogenesis#d258	1
334	http://dl-learner.org/carcinogenesis#d196	0
335	http://dl-learner.org/carcinogenesis#d55	0
336	http://dl-learner.org/carcinogenesis#d145	1
337	http://dl-learner.org/carcinogenesis#d94	0
338	http://dl-learner.org/carcinogenesis#d175	0
339	http://dl-learner.org/carcinogenesis#d34	0
340	http://dl-learner.org/carcinogenesis#d114	0