bond	id	label_mutagenic
http://dl-learner.org/carcinogenesis#d187	3.0	1.0
http://dl-learner.org/carcinogenesis#d133	4.0	0.0
http://dl-learner.org/carcinogenesis#d23_2	6.0	0.0
http://dl-learner.org/carcinogenesis#d312	8.0	0.0
http://dl-learner.org/carcinogenesis#d81	10.0	0.0
http://dl-learner.org/carcinogenesis#d295	11.0	0.0
http://dl-learner.org/carcinogenesis#d147	12.0	1.0
http://dl-learner.org/carcinogenesis#d313	13.0	1.0
http://dl-learner.org/carcinogenesis#d72	15.0	1.0
http://dl-learner.org/carcinogenesis#d261	16.0	1.0
http://dl-learner.org/carcinogenesis#d268	19.0	0.0
http://dl-learner.org/carcinogenesis#d160	20.0	1.0
http://dl-learner.org/carcinogenesis#d248	21.0	0.0
http://dl-learner.org/carcinogenesis#d269	23.0	1.0
http://dl-learner.org/carcinogenesis#d333	24.0	0.0
http://dl-learner.org/carcinogenesis#d287	25.0	0.0
http://dl-learner.org/carcinogenesis#d85_2	27.0	0.0
http://dl-learner.org/carcinogenesis#d240	28.0	0.0
http://dl-learner.org/carcinogenesis#d156	29.0	1.0
http://dl-learner.org/carcinogenesis#d249	30.0	1.0
http://dl-learner.org/carcinogenesis#d1	31.0	0.0
http://dl-learner.org/carcinogenesis#d255	32.0	0.0
http://dl-learner.org/carcinogenesis#d100	33.0	0.0
http://dl-learner.org/carcinogenesis#d294	34.0	0.0
http://dl-learner.org/carcinogenesis#d274	35.0	0.0
http://dl-learner.org/carcinogenesis#d89	36.0	1.0
http://dl-learner.org/carcinogenesis#d106	37.0	1.0
http://dl-learner.org/carcinogenesis#d281	38.0	0.0
http://dl-learner.org/carcinogenesis#d239	39.0	1.0
http://dl-learner.org/carcinogenesis#d247	40.0	0.0
http://dl-learner.org/carcinogenesis#d2	41.0	1.0
http://dl-learner.org/carcinogenesis#d101	42.0	1.0
http://dl-learner.org/carcinogenesis#d324	43.0	1.0
http://dl-learner.org/carcinogenesis#d152	44.0	1.0
http://dl-learner.org/carcinogenesis#d63	47.0	1.0
http://dl-learner.org/carcinogenesis#d178	48.0	0.0
http://dl-learner.org/carcinogenesis#d171	49.0	1.0
http://dl-learner.org/carcinogenesis#d234	50.0	0.0
http://dl-learner.org/carcinogenesis#d44	51.0	0.0
http://dl-learner.org/carcinogenesis#d144	52.0	1.0
http://dl-learner.org/carcinogenesis#d208_1	53.0	0.0
http://dl-learner.org/carcinogenesis#d19	54.0	1.0
http://dl-learner.org/carcinogenesis#d158	55.0	0.0
http://dl-learner.org/carcinogenesis#d29	56.0	0.0
http://dl-learner.org/carcinogenesis#d91	57.0	0.0
http://dl-learner.org/carcinogenesis#d198	58.0	0.0
http://dl-learner.org/carcinogenesis#d57	59.0	0.0
http://dl-learner.org/carcinogenesis#d138	60.0	0.0
http://dl-learner.org/carcinogenesis#d18	61.0	1.0
http://dl-learner.org/carcinogenesis#d42	62.0	1.0
http://dl-learner.org/carcinogenesis#d150	63.0	0.0
http://dl-learner.org/carcinogenesis#d223	64.0	0.0
http://dl-learner.org/carcinogenesis#d215	65.0	1.0
http://dl-learner.org/carcinogenesis#d130	67.0	0.0
http://dl-learner.org/carcinogenesis#d157	68.0	0.0
http://dl-learner.org/carcinogenesis#d16	69.0	0.0
http://dl-learner.org/carcinogenesis#d43	72.0	0.0
http://dl-learner.org/carcinogenesis#d4	75.0	0.0
http://dl-learner.org/carcinogenesis#d189	77.0	1.0
http://dl-learner.org/carcinogenesis#d96	79.0	1.0
http://dl-learner.org/carcinogenesis#d202	80.0	1.0
http://dl-learner.org/carcinogenesis#d104	81.0	1.0
http://dl-learner.org/carcinogenesis#d277	82.0	0.0
http://dl-learner.org/carcinogenesis#d110	83.0	0.0
http://dl-learner.org/carcinogenesis#d155	84.0	1.0
http://dl-learner.org/carcinogenesis#d229	85.0	1.0
http://dl-learner.org/carcinogenesis#d301	86.0	0.0
http://dl-learner.org/carcinogenesis#d308	87.0	1.0
http://dl-learner.org/carcinogenesis#d328	88.0	0.0
http://dl-learner.org/carcinogenesis#d70	89.0	0.0
http://dl-learner.org/carcinogenesis#d284	90.0	0.0
http://dl-learner.org/carcinogenesis#d177	91.0	1.0
http://dl-learner.org/carcinogenesis#d184	93.0	0.0
http://dl-learner.org/carcinogenesis#d124	94.0	0.0
http://dl-learner.org/carcinogenesis#d291	95.0	0.0
http://dl-learner.org/carcinogenesis#d182	98.0	1.0
http://dl-learner.org/carcinogenesis#d190	99.0	0.0
http://dl-learner.org/carcinogenesis#d174	100.0	1.0
http://dl-learner.org/carcinogenesis#d276	101.0	0.0
http://dl-learner.org/carcinogenesis#d283	103.0	0.0
http://dl-learner.org/carcinogenesis#d245	104.0	1.0
http://dl-learner.org/carcinogenesis#d263	105.0	0.0
http://dl-learner.org/carcinogenesis#d166	106.0	1.0
http://dl-learner.org/carcinogenesis#d137	107.0	1.0
http://dl-learner.org/carcinogenesis#d161	108.0	1.0
http://dl-learner.org/carcinogenesis#d242	109.0	1.0
http://dl-learner.org/carcinogenesis#d39	111.0	0.0
http://dl-learner.org/carcinogenesis#d236	112.0	0.0
http://dl-learner.org/carcinogenesis#d117	113.0	1.0
http://dl-learner.org/carcinogenesis#d13	114.0	1.0
http://dl-learner.org/carcinogenesis#d243	116.0	0.0
http://dl-learner.org/carcinogenesis#d167	117.0	0.0
http://dl-learner.org/carcinogenesis#d26	118.0	0.0
http://dl-learner.org/carcinogenesis#d300	119.0	1.0
http://dl-learner.org/carcinogenesis#d218	120.0	0.0
http://dl-learner.org/carcinogenesis#d93	121.0	0.0
http://dl-learner.org/carcinogenesis#d33	122.0	0.0
http://dl-learner.org/carcinogenesis#d332	124.0	1.0
http://dl-learner.org/carcinogenesis#d73	125.0	0.0
http://dl-learner.org/carcinogenesis#d188	126.0	1.0
http://dl-learner.org/carcinogenesis#d132	127.0	0.0
http://dl-learner.org/carcinogenesis#d140	128.0	1.0
http://dl-learner.org/carcinogenesis#d126	129.0	1.0
http://dl-learner.org/carcinogenesis#d224	130.0	1.0
http://dl-learner.org/carcinogenesis#d80	131.0	0.0
http://dl-learner.org/carcinogenesis#d319	133.0	0.0
http://dl-learner.org/carcinogenesis#d25	135.0	0.0
http://dl-learner.org/carcinogenesis#d86	136.0	1.0
http://dl-learner.org/carcinogenesis#d128	137.0	1.0
http://dl-learner.org/carcinogenesis#d65	138.0	0.0
http://dl-learner.org/carcinogenesis#d194	139.0	0.0
http://dl-learner.org/carcinogenesis#d325	141.0	0.0
http://dl-learner.org/carcinogenesis#d32	142.0	0.0
http://dl-learner.org/carcinogenesis#d12	143.0	0.0
http://dl-learner.org/carcinogenesis#d119	144.0	0.0
http://dl-learner.org/carcinogenesis#d286	145.0	0.0
http://dl-learner.org/carcinogenesis#d181	146.0	0.0
http://dl-learner.org/carcinogenesis#d67	148.0	0.0
http://dl-learner.org/carcinogenesis#d293	149.0	0.0
http://dl-learner.org/carcinogenesis#d317	150.0	0.0
http://dl-learner.org/carcinogenesis#d273	152.0	0.0
http://dl-learner.org/carcinogenesis#d205	153.0	1.0
http://dl-learner.org/carcinogenesis#d159	155.0	1.0
http://dl-learner.org/carcinogenesis#d304	156.0	0.0
http://dl-learner.org/carcinogenesis#d264	157.0	1.0
http://dl-learner.org/carcinogenesis#d153	159.0	1.0
http://dl-learner.org/carcinogenesis#d139	160.0	1.0
http://dl-learner.org/carcinogenesis#d35	161.0	1.0
http://dl-learner.org/carcinogenesis#d265	162.0	0.0
http://dl-learner.org/carcinogenesis#d309	163.0	1.0
http://dl-learner.org/carcinogenesis#d233	164.0	0.0
http://dl-learner.org/carcinogenesis#d272	165.0	0.0
http://dl-learner.org/carcinogenesis#d37	166.0	1.0
http://dl-learner.org/carcinogenesis#d168	167.0	1.0
http://dl-learner.org/carcinogenesis#d209	169.0	0.0
http://dl-learner.org/carcinogenesis#d267	170.0	0.0
http://dl-learner.org/carcinogenesis#d183	171.0	1.0
http://dl-learner.org/carcinogenesis#d176	173.0	0.0
http://dl-learner.org/carcinogenesis#d222	174.0	0.0
http://dl-learner.org/carcinogenesis#d216	175.0	1.0
http://dl-learner.org/carcinogenesis#d185	177.0	1.0
http://dl-learner.org/carcinogenesis#d113	178.0	1.0
http://dl-learner.org/carcinogenesis#d164	181.0	1.0
http://dl-learner.org/carcinogenesis#d246	182.0	1.0
http://dl-learner.org/carcinogenesis#d297	183.0	1.0
http://dl-learner.org/carcinogenesis#d82	184.0	0.0
http://dl-learner.org/carcinogenesis#d22	185.0	0.0
http://dl-learner.org/carcinogenesis#d311	187.0	1.0
http://dl-learner.org/carcinogenesis#d170	189.0	0.0
http://dl-learner.org/carcinogenesis#d221	193.0	0.0
http://dl-learner.org/carcinogenesis#d66	194.0	1.0
http://dl-learner.org/carcinogenesis#d116	196.0	0.0
http://dl-learner.org/carcinogenesis#d14	197.0	0.0
http://dl-learner.org/carcinogenesis#d21	198.0	0.0
http://dl-learner.org/carcinogenesis#d162	199.0	0.0
http://dl-learner.org/carcinogenesis#d235	201.0	1.0
http://dl-learner.org/carcinogenesis#d142	202.0	0.0
http://dl-learner.org/carcinogenesis#d9	203.0	0.0
http://dl-learner.org/carcinogenesis#d257	205.0	1.0
http://dl-learner.org/carcinogenesis#d275	207.0	0.0
http://dl-learner.org/carcinogenesis#d62	208.0	1.0
http://dl-learner.org/carcinogenesis#d56	209.0	0.0
http://dl-learner.org/carcinogenesis#d237	211.0	1.0
http://dl-learner.org/carcinogenesis#d121	212.0	1.0
http://dl-learner.org/carcinogenesis#d115	213.0	0.0
http://dl-learner.org/carcinogenesis#d27	214.0	1.0
http://dl-learner.org/carcinogenesis#d322	215.0	1.0
http://dl-learner.org/carcinogenesis#d282	216.0	0.0
http://dl-learner.org/carcinogenesis#d306	217.0	0.0
http://dl-learner.org/carcinogenesis#d270	218.0	1.0
http://dl-learner.org/carcinogenesis#d262	219.0	0.0
http://dl-learner.org/carcinogenesis#d219	220.0	0.0
http://dl-learner.org/carcinogenesis#d289	221.0	0.0
http://dl-learner.org/carcinogenesis#d214	222.0	1.0
http://dl-learner.org/carcinogenesis#d122	223.0	0.0
http://dl-learner.org/carcinogenesis#d77	225.0	1.0
http://dl-learner.org/carcinogenesis#d3	226.0	0.0
http://dl-learner.org/carcinogenesis#d102	228.0	0.0
http://dl-learner.org/carcinogenesis#d266	229.0	1.0
http://dl-learner.org/carcinogenesis#d296	230.0	0.0
http://dl-learner.org/carcinogenesis#d320	231.0	0.0
http://dl-learner.org/carcinogenesis#d211	232.0	1.0
http://dl-learner.org/carcinogenesis#d51	233.0	1.0
http://dl-learner.org/carcinogenesis#d135	234.0	1.0
http://dl-learner.org/carcinogenesis#d314	235.0	1.0
http://dl-learner.org/carcinogenesis#d217	236.0	0.0
http://dl-learner.org/carcinogenesis#d191	237.0	1.0
http://dl-learner.org/carcinogenesis#d241	238.0	0.0
http://dl-learner.org/carcinogenesis#d206	239.0	1.0
http://dl-learner.org/carcinogenesis#d256	240.0	0.0
http://dl-learner.org/carcinogenesis#d99	241.0	0.0
http://dl-learner.org/carcinogenesis#d92	242.0	1.0
http://dl-learner.org/carcinogenesis#d204	243.0	0.0
http://dl-learner.org/carcinogenesis#d225	246.0	1.0
http://dl-learner.org/carcinogenesis#d165	247.0	0.0
http://dl-learner.org/carcinogenesis#d318	248.0	0.0
http://dl-learner.org/carcinogenesis#d24	250.0	0.0
http://dl-learner.org/carcinogenesis#d254	251.0	1.0
http://dl-learner.org/carcinogenesis#d64	252.0	0.0
http://dl-learner.org/carcinogenesis#d79	253.0	0.0
http://dl-learner.org/carcinogenesis#d186	254.0	1.0
http://dl-learner.org/carcinogenesis#d172	255.0	0.0
http://dl-learner.org/carcinogenesis#d31	256.0	0.0
http://dl-learner.org/carcinogenesis#d271	257.0	1.0
http://dl-learner.org/carcinogenesis#d59	258.0	0.0
http://dl-learner.org/carcinogenesis#d71	259.0	0.0
http://dl-learner.org/carcinogenesis#d98	261.0	0.0
http://dl-learner.org/carcinogenesis#d118	262.0	0.0
http://dl-learner.org/carcinogenesis#d146	263.0	1.0
http://dl-learner.org/carcinogenesis#d251	264.0	1.0
http://dl-learner.org/carcinogenesis#d203	265.0	0.0
http://dl-learner.org/carcinogenesis#d84	266.0	1.0
http://dl-learner.org/carcinogenesis#d125	269.0	0.0
http://dl-learner.org/carcinogenesis#d143	270.0	1.0
http://dl-learner.org/carcinogenesis#d210	271.0	0.0
http://dl-learner.org/carcinogenesis#d316	272.0	0.0
http://dl-learner.org/carcinogenesis#d208_2	273.0	0.0
http://dl-learner.org/carcinogenesis#d6	274.0	0.0
http://dl-learner.org/carcinogenesis#d105	275.0	0.0
http://dl-learner.org/carcinogenesis#d299	276.0	0.0
http://dl-learner.org/carcinogenesis#d292	277.0	1.0
http://dl-learner.org/carcinogenesis#d199	278.0	0.0
http://dl-learner.org/carcinogenesis#d288	280.0	1.0
http://dl-learner.org/carcinogenesis#d151	281.0	0.0
http://dl-learner.org/carcinogenesis#d303	282.0	0.0
http://dl-learner.org/carcinogenesis#d10	283.0	0.0
http://dl-learner.org/carcinogenesis#d310	285.0	0.0
http://dl-learner.org/carcinogenesis#d36	286.0	1.0
http://dl-learner.org/carcinogenesis#d337	287.0	0.0
http://dl-learner.org/carcinogenesis#d279	288.0	0.0
http://dl-learner.org/carcinogenesis#d192	289.0	1.0
http://dl-learner.org/carcinogenesis#d5	290.0	0.0
http://dl-learner.org/carcinogenesis#d259	291.0	0.0
http://dl-learner.org/carcinogenesis#d298	292.0	0.0
http://dl-learner.org/carcinogenesis#d90	294.0	0.0
http://dl-learner.org/carcinogenesis#d111	296.0	0.0
http://dl-learner.org/carcinogenesis#d154	297.0	1.0
http://dl-learner.org/carcinogenesis#d302	299.0	0.0
http://dl-learner.org/carcinogenesis#d50	301.0	1.0
http://dl-learner.org/carcinogenesis#d28	302.0	1.0
http://dl-learner.org/carcinogenesis#d58	304.0	1.0
http://dl-learner.org/carcinogenesis#d238	305.0	0.0
http://dl-learner.org/carcinogenesis#d250	306.0	0.0
http://dl-learner.org/carcinogenesis#d230	308.0	0.0
http://dl-learner.org/carcinogenesis#d213	309.0	0.0
http://dl-learner.org/carcinogenesis#d88	310.0	0.0
http://dl-learner.org/carcinogenesis#d109	311.0	0.0
http://dl-learner.org/carcinogenesis#d220	313.0	0.0
http://dl-learner.org/carcinogenesis#d290	314.0	0.0
http://dl-learner.org/carcinogenesis#d95	315.0	0.0
http://dl-learner.org/carcinogenesis#d195	316.0	1.0
http://dl-learner.org/carcinogenesis#d200	317.0	0.0
http://dl-learner.org/carcinogenesis#d307	318.0	0.0
http://dl-learner.org/carcinogenesis#d53	319.0	0.0
http://dl-learner.org/carcinogenesis#d68	321.0	0.0
http://dl-learner.org/carcinogenesis#d149	322.0	0.0
http://dl-learner.org/carcinogenesis#d201	323.0	1.0
http://dl-learner.org/carcinogenesis#d47	325.0	0.0
http://dl-learner.org/carcinogenesis#d197	327.0	1.0
http://dl-learner.org/carcinogenesis#d87	328.0	0.0
http://dl-learner.org/carcinogenesis#d60	329.0	0.0
http://dl-learner.org/carcinogenesis#d69	330.0	1.0
http://dl-learner.org/carcinogenesis#d141	331.0	0.0
http://dl-learner.org/carcinogenesis#d8	332.0	0.0
http://dl-learner.org/carcinogenesis#d258	333.0	1.0
http://dl-learner.org/carcinogenesis#d196	334.0	0.0
http://dl-learner.org/carcinogenesis#d55	335.0	0.0
http://dl-learner.org/carcinogenesis#d145	336.0	1.0
http://dl-learner.org/carcinogenesis#d94	337.0	0.0
http://dl-learner.org/carcinogenesis#d175	338.0	0.0
http://dl-learner.org/carcinogenesis#d34	339.0	0.0
http://dl-learner.org/carcinogenesis#d114	340.0	0.0
